"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-15 11:29:00,-59,-57,-57,-67
2021-03-15 11:29:03,-58,-55,-57,-67
2021-03-15 11:29:20,-59,-56,-56,-67
2021-03-15 11:29:20,-59,-56,-57,-67
2021-03-15 11:29:20,-59,-56,-56,-67
2021-03-15 11:29:20,-59,-56,-56,-67
2021-03-15 11:29:20,-58,-56,-56,-67
2021-03-15 11:29:20,-60,-56,-54,-67
2021-03-15 11:29:20,-58,-57,-56,-68
2021-03-15 11:29:25,-59,-56,-57,-68
2021-03-15 11:29:28,-58,-56,-57,-67
2021-03-15 11:29:31,-58,-56,-56,-67
2021-03-15 11:29:34,-59,-55,-57,-67
2021-03-15 11:29:36,-59,-56,-55,-67
2021-03-15 11:29:39,-59,-57,-54,-67
2021-03-15 11:29:41,-59,-52,-57,-67
2021-03-15 11:29:44,-58,-55,-57,-68
2021-03-15 11:29:47,-59,-55,-56,-68
2021-03-15 11:29:49,-58,-56,-57,-67
2021-03-15 11:29:54,-58,-57,-56,-67
2021-03-15 11:30:12,-59,-56,-56,-67
2021-03-15 11:30:12,-59,-57,-57,-67
2021-03-15 11:30:12,-59,-54,-56,-67
2021-03-15 11:30:13,-58,-56,-56,-67
2021-03-15 11:30:13,-58,-56,-59,-67
2021-03-15 11:30:13,-59,-55,-57,-67
2021-03-15 11:30:13,-60,-54,-56,-67
2021-03-15 11:30:13,-59,-58,-56,-67
2021-03-15 11:30:18,-59,-56,-57,-67
2021-03-15 11:30:20,-59,-57,-56,-67
2021-03-15 11:30:25,-59,-56,-54,-67
2021-03-15 11:30:52,-59,-57,-54,-68
2021-03-15 11:30:55,-58,-57,-56,-66
2021-03-15 11:30:57,-58,-56,-56,-67
2021-03-15 11:31:00,-58,-56,-57,-67

