"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-15 11:40:59,-62,-63,-74,-60
2021-03-15 11:41:02,-63,-61,-73,-61
2021-03-15 11:41:04,-63,-59,-73,-60
2021-03-15 11:41:07,-62,-62,-74,-60
2021-03-15 11:41:09,-62,-60,-73,-58
2021-03-15 11:41:12,-62,-62,-73,-60
2021-03-15 11:41:14,-62,-62,-73,-58
2021-03-15 11:41:17,-62,-61,-72,-61
2021-03-15 11:41:19,-63,-62,-73,-59
2021-03-15 11:41:22,-62,-61,-73,-59
2021-03-15 11:41:25,-61,-61,-74,-60
2021-03-15 11:41:28,-63,-61,-73,-61
2021-03-15 11:41:29,-63,-60,-73,-60
2021-03-15 11:41:32,-62,-61,-74,-60
2021-03-15 11:41:34,-63,-59,-73,-61
2021-03-15 11:41:37,-62,-61,-74,-60
2021-03-15 11:41:39,-63,-59,-73,-60
2021-03-15 11:41:42,-62,-61,-73,-59
2021-03-15 11:41:44,-62,-63,-75,-60
2021-03-15 11:41:47,-62,-61,-73,-60
2021-03-15 11:41:49,-62,-58,-73,-60
2021-03-15 11:41:51,-63,-62,-73,-60
2021-03-15 11:41:54,-63,-61,-73,-56
2021-03-15 11:41:56,-63,-62,-73,-61
2021-03-15 11:41:59,-63,-61,-73,-61
2021-03-15 11:42:01,-61,-61,-74,-60
2021-03-15 11:42:04,-63,-61,-72,-58
2021-03-15 11:42:06,-62,-63,-73,-59
2021-03-15 11:42:09,-63,-60,-73,-61
2021-03-15 11:42:11,-63,-61,-73,-59
2021-03-15 11:42:15,-62,-62,-73,-60
2021-03-15 11:42:16,-62,-61,-73,-61
2021-03-15 11:42:19,-62,-61,-73,-60
2021-03-15 11:42:21,-62,-73,-73,-60
2021-03-15 11:42:24,-62,-61,-73,-58
2021-03-15 11:42:26,-63,-62,-73,-60
2021-03-15 11:42:29,-62,-62,-74,-60
2021-03-15 11:42:31,-62,-61,-72,-59
2021-03-15 11:42:34,-62,-61,-73,-61
2021-03-15 11:42:36,-63,-62,-74,-60
2021-03-15 11:42:40,-62,-60,-73,-57
2021-03-15 11:42:41,-62,-62,-73,-59
2021-03-15 11:42:44,-62,-61,-73,-61
2021-03-15 11:42:46,-63,-62,-73,-58
2021-03-15 11:42:49,-62,-62,-73,-60
2021-03-15 11:42:51,-63,-62,-73,-58
2021-03-15 11:42:54,-62,-61,-73,-56
2021-03-15 11:42:56,-62,-62,-73,-60
2021-03-15 11:42:58,-62,-61,-74,-58
2021-03-15 11:43:01,-62,-60,-73,-60

