"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-16 16:25:09,-47,-52,-57,-64
2021-03-16 16:25:09,-44,-55,-57,-64
2021-03-16 16:25:09,-46,-55,-56,-64
2021-03-16 16:25:09,-47,-55,-56,-64
2021-03-16 16:25:09,-46,-54,-56,-64
2021-03-16 16:25:16,-46,-55,-56,-64
2021-03-16 16:25:19,-44,-55,-56,-64
2021-03-16 16:25:22,-45,-56,-55,-64
2021-03-16 16:25:43,-46,-55,-56,-63
2021-03-16 16:25:43,-48,-54,-56,-64
2021-03-16 16:25:43,-45,-55,-54,-64
2021-03-16 16:25:43,-47,-55,-54,-65
2021-03-16 16:25:43,-46,-54,-56,-63
2021-03-16 16:25:43,-45,-53,-56,-64
2021-03-16 16:25:49,-47,-55,-56,-64
2021-03-16 16:25:52,-46,-54,-56,-64
2021-03-16 16:25:56,-46,-55,-56,-64
2021-03-16 16:25:59,-45,-55,-56,-64
2021-03-16 16:26:02,-47,-55,-56,-64
2021-03-16 16:26:08,-46,-55,-56,-64
2021-03-16 16:26:08,-46,-54,-56,-64
2021-03-16 16:26:11,-46,-55,-56,-63
2021-03-16 16:26:13,-45,-55,-55,-64
2021-03-16 16:26:16,-47,-55,-56,-63
2021-03-16 16:26:19,-47,-55,-56,-63
2021-03-16 16:26:22,-46,-55,-56,-64
2021-03-16 16:26:25,-47,-55,-56,-64
2021-03-16 16:26:28,-46,-56,-56,-64
2021-03-16 16:26:31,-46,-55,-56,-64
2021-03-16 16:26:34,-47,-55,-56,-64
2021-03-16 16:26:36,-45,-55,-56,-64
2021-03-16 16:26:40,-47,-55,-56,-65
2021-03-16 16:26:43,-44,-53,-56,-64
2021-03-16 16:26:46,-46,-55,-56,-63
2021-03-16 16:26:49,-47,-55,-56,-66
2021-03-16 16:26:54,-46,-55,-56,-64

