"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-16 17:49:16,-61,-69,-33,-54
2021-03-16 17:49:16,-61,-68,-33,-53
2021-03-16 17:49:16,-62,-69,-35,-53
2021-03-16 17:49:16,-62,-68,-33,-54
2021-03-16 17:49:16,-61,-69,-33,-54
2021-03-16 17:49:16,-63,-66,-33,-54
2021-03-16 17:49:16,-62,-69,-34,-54
2021-03-16 17:49:16,-61,-67,-33,-54
2021-03-16 17:49:21,-61,-67,-32,-54
2021-03-16 17:49:23,-62,-67,-33,-54
2021-03-16 17:49:25,-62,-68,-34,-54
2021-03-16 17:49:27,-63,-67,-33,-54
2021-03-16 17:49:29,-62,-67,-34,-53
2021-03-16 17:49:32,-62,-68,-34,-54
2021-03-16 17:49:34,-61,-68,-33,-54
2021-03-16 17:49:36,-61,-67,-33,-54
2021-03-16 17:49:38,-61,-67,-34,-53
2021-03-16 17:49:40,-61,-67,-34,-53
2021-03-16 17:49:42,-62,-68,-33,-55
2021-03-16 17:49:44,-62,-68,-32,-53
2021-03-16 17:49:47,-61,-67,-34,-54
2021-03-16 17:49:49,-62,-67,-34,-53
2021-03-16 17:49:51,-62,-68,-33,-52
2021-03-16 17:49:57,-62,-69,-33,-54
2021-03-16 17:49:57,-62,-69,-33,-53
2021-03-16 17:49:59,-62,-69,-34,-55
2021-03-16 17:49:59,-61,-69,-33,-54
2021-03-16 17:50:01,-62,-68,-34,-54
2021-03-16 17:50:03,-62,-67,-33,-53
2021-03-16 17:50:06,-61,-67,-34,-54
2021-03-16 17:50:08,-61,-68,-33,-55
2021-03-16 17:50:10,-61,-67,-33,-54
2021-03-16 17:50:15,-62,-68,-33,-52
2021-03-16 17:50:17,-61,-68,-33,-54
2021-03-16 17:50:19,-62,-68,-32,-52
2021-03-16 17:50:21,-62,-68,-33,-54
2021-03-16 17:50:23,-62,-67,-33,-55
2021-03-16 17:50:23,-61,-68,-33,-53
2021-03-16 17:50:25,-61,-69,-34,-54
2021-03-16 17:50:28,-62,-68,-34,-50
2021-03-16 17:50:30,-62,-68,-33,-53
2021-03-16 17:50:32,-61,-68,-33,-54
2021-03-16 17:50:34,-62,-68,-33,-54
2021-03-16 17:50:37,-62,-67,-33,-53
2021-03-16 17:50:39,-62,-68,-34,-54
2021-03-16 17:50:44,-61,-66,-33,-54
2021-03-16 17:50:49,-62,-68,-33,-54
2021-03-16 17:50:49,-62,-68,-33,-53
2021-03-16 17:50:49,-61,-68,-33,-54
2021-03-16 17:50:51,-62,-68,-34,-54
2021-03-16 17:50:53,-62,-66,-33,-53
2021-03-16 17:50:56,-61,-67,-35,-54
2021-03-16 17:50:58,-61,-68,-32,-54
2021-03-16 17:51:00,-61,-67,-33,-54
2021-03-16 17:51:03,-61,-68,-33,-53
2021-03-16 17:51:05,-60,-67,-34,-54
2021-03-16 17:51:07,-61,-67,-33,-54

