"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-15 16:45:00,-63,-56,-56,-56
2021-03-15 16:45:03,-64,-56,-56,-56
2021-03-15 16:45:07,-63,-56,-56,-56
2021-03-15 16:45:22,-63,-56,-56,-56
2021-03-15 16:45:22,-64,-56,-56,-56
2021-03-15 16:45:22,-63,-56,-56,-56
2021-03-15 16:45:27,-63,-56,-57,-55
2021-03-15 16:45:30,-63,-56,-56,-56
2021-03-15 16:45:32,-63,-56,-58,-56
2021-03-15 16:45:35,-63,-56,-55,-56
2021-03-15 16:45:38,-63,-56,-56,-57
2021-03-15 16:45:41,-63,-57,-56,-56
2021-03-15 16:45:45,-64,-53,-56,-56
2021-03-15 16:45:46,-63,-56,-56,-56
2021-03-15 16:45:49,-63,-53,-56,-57
2021-03-15 16:45:51,-63,-55,-57,-56
2021-03-15 16:45:54,-63,-56,-57,-56
2021-03-15 16:45:57,-63,-52,-56,-56
2021-03-15 16:46:02,-63,-56,-56,-56
2021-03-15 16:46:05,-63,-56,-56,-56
2021-03-15 16:46:08,-63,-52,-55,-56
2021-03-15 16:46:08,-63,-56,-56,-56
2021-03-15 16:46:10,-63,-56,-56,-56
2021-03-15 16:46:13,-63,-56,-57,-56
2021-03-15 16:46:16,-63,-55,-57,-56
2021-03-15 16:46:21,-63,-56,-56,-56
2021-03-15 16:46:24,-63,-55,-53,-56
2021-03-15 16:46:26,-63,-55,-53,-56
2021-03-15 16:46:29,-63,-55,-56,-56
2021-03-15 16:46:32,-63,-54,-56,-56
2021-03-15 16:46:34,-63,-54,-57,-56
2021-03-15 16:46:37,-69,-54,-56,-56
2021-03-15 16:46:40,-63,-56,-55,-56
2021-03-15 16:46:43,-63,-55,-57,-56
2021-03-15 16:46:45,-63,-56,-57,-56
2021-03-15 16:46:45,-63,-54,-57,-56
2021-03-15 16:46:48,-63,-52,-56,-57
2021-03-15 16:46:51,-63,-56,-56,-56
2021-03-15 16:46:53,-63,-56,-57,-54
2021-03-15 16:46:56,-63,-56,-56,-56
2021-03-15 16:46:59,-63,-54,-56,-56

