"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-15 17:10:01,-67,-53,-54,-44
2021-03-15 17:10:03,-66,-54,-54,-44
2021-03-15 17:10:05,-66,-50,-54,-45
2021-03-15 17:10:08,-67,-53,-54,-44
2021-03-15 17:10:10,-64,-54,-54,-44
2021-03-15 17:10:12,-67,-54,-54,-44
2021-03-15 17:10:15,-65,-53,-54,-44
2021-03-15 17:10:17,-66,-53,-54,-44
2021-03-15 17:10:19,-66,-55,-54,-44
2021-03-15 17:10:22,-65,-54,-54,-44
2021-03-15 17:10:24,-65,-53,-55,-44
2021-03-15 17:10:26,-66,-54,-54,-44
2021-03-15 17:10:28,-65,-53,-55,-44
2021-03-15 17:10:31,-65,-53,-54,-44
2021-03-15 17:10:33,-66,-55,-54,-44
2021-03-15 17:10:35,-67,-52,-54,-44
2021-03-15 17:10:38,-65,-54,-54,-44
2021-03-15 17:10:40,-67,-54,-54,-46
2021-03-15 17:10:42,-63,-54,-54,-44
2021-03-15 17:10:45,-67,-51,-55,-44
2021-03-15 17:10:47,-67,-54,-54,-45
2021-03-15 17:10:49,-66,-53,-55,-44
2021-03-15 17:10:51,-66,-50,-54,-44
2021-03-15 17:10:54,-67,-54,-54,-43
2021-03-15 17:10:56,-67,-51,-54,-44
2021-03-15 17:10:58,-66,-53,-55,-44
2021-03-15 17:11:01,-67,-54,-54,-44
2021-03-15 17:11:03,-64,-53,-54,-44
2021-03-15 17:11:05,-65,-53,-55,-44
2021-03-15 17:11:08,-66,-53,-54,-47
2021-03-15 17:11:10,-63,-53,-54,-44
2021-03-15 17:11:12,-65,-54,-54,-44
2021-03-15 17:11:12,-65,-54,-54,-44
2021-03-15 17:11:15,-66,-53,-54,-44
2021-03-15 17:11:17,-66,-54,-54,-44
2021-03-15 17:11:19,-65,-53,-54,-44
2021-03-15 17:11:21,-67,-53,-54,-44
2021-03-15 17:11:24,-66,-51,-54,-44
2021-03-15 17:11:26,-66,-51,-54,-44
2021-03-15 17:11:28,-67,-52,-54,-44
2021-03-15 17:11:33,-65,-53,-53,-45
2021-03-15 17:11:35,-63,-54,-54,-44
2021-03-15 17:11:38,-65,-55,-54,-44
2021-03-15 17:11:40,-67,-54,-54,-44
2021-03-15 17:11:42,-65,-53,-54,-44
2021-03-15 17:11:44,-65,-54,-54,-45
2021-03-15 17:11:47,-65,-54,-54,-44
2021-03-15 17:11:49,-63,-54,-54,-44
2021-03-15 17:11:49,-65,-53,-54,-45
2021-03-15 17:11:51,-66,-54,-54,-44
2021-03-15 17:11:53,-65,-54,-54,-44
2021-03-15 17:11:55,-67,-54,-51,-44
2021-03-15 17:11:58,-67,-54,-53,-44
2021-03-15 17:12:00,-64,-54,-55,-44

