"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-18 08:09:01,-67,-56,-63,-41
2021-03-18 08:09:01,-63,-55,-63,-45
2021-03-18 08:09:01,-64,-55,-62,-46
2021-03-18 08:09:01,-62,-53,-60,-46
2021-03-18 08:09:01,-61,-55,-62,-45
2021-03-18 08:09:04,-63,-54,-61,-46
2021-03-18 08:09:06,-63,-52,-61,-46
2021-03-18 08:09:08,-63,-54,-59,-45
2021-03-18 08:09:10,-62,-54,-61,-46
2021-03-18 08:09:12,-63,-54,-61,-46
2021-03-18 08:09:15,-62,-53,-61,-46
2021-03-18 08:09:17,-61,-54,-61,-45
2021-03-18 08:09:21,-63,-55,-61,-46
2021-03-18 08:09:24,-63,-54,-62,-46
2021-03-18 08:09:26,-63,-54,-61,-46
2021-03-18 08:09:26,-62,-54,-60,-46
2021-03-18 08:09:28,-63,-54,-61,-46
2021-03-18 08:09:30,-63,-54,-62,-46
2021-03-18 08:09:33,-63,-54,-59,-46
2021-03-18 08:09:35,-63,-55,-59,-45
2021-03-18 08:09:37,-62,-55,-61,-45
2021-03-18 08:09:42,-62,-54,-61,-46
2021-03-18 08:09:44,-63,-55,-61,-45
2021-03-18 08:09:44,-63,-54,-61,-45
2021-03-18 08:09:46,-62,-54,-61,-47
2021-03-18 08:09:49,-63,-54,-58,-44
2021-03-18 08:09:51,-63,-53,-61,-46
2021-03-18 08:09:53,-63,-53,-61,-46
2021-03-18 08:09:55,-62,-54,-62,-46
2021-03-18 08:09:57,-63,-54,-62,-45
2021-03-18 08:10:02,-63,-53,-61,-46
2021-03-18 08:10:03,-63,-54,-63,-45
2021-03-18 08:10:04,-63,-54,-61,-42
2021-03-18 08:10:06,-63,-52,-62,-45
2021-03-18 08:10:08,-63,-54,-61,-46
2021-03-18 08:10:11,-63,-54,-61,-46
2021-03-18 08:10:13,-63,-54,-61,-46
2021-03-18 08:10:15,-63,-54,-58,-46
2021-03-18 08:10:20,-63,-54,-61,-46
2021-03-18 08:10:20,-62,-56,-62,-45
2021-03-18 08:10:22,-62,-54,-61,-46
2021-03-18 08:10:24,-63,-55,-61,-46
2021-03-18 08:10:26,-63,-53,-61,-46
2021-03-18 08:10:29,-64,-54,-61,-46
2021-03-18 08:10:31,-63,-54,-61,-46
2021-03-18 08:10:33,-63,-54,-61,-46
2021-03-18 08:10:35,-63,-55,-61,-46
2021-03-18 08:10:40,-63,-56,-61,-46
2021-03-18 08:10:42,-63,-54,-61,-45
2021-03-18 08:10:44,-62,-54,-61,-45
2021-03-18 08:10:47,-63,-54,-61,-46
2021-03-18 08:10:49,-63,-54,-61,-46
2021-03-18 08:10:51,-63,-55,-61,-45
2021-03-18 08:10:53,-62,-55,-61,-46
2021-03-18 08:10:56,-62,-55,-61,-46
2021-03-18 08:10:58,-62,-53,-62,-45

