"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-18 07:05:01,-48,-51,-69,-57
2021-03-18 07:05:03,-51,-52,-69,-56
2021-03-18 07:05:05,-49,-51,-68,-56
2021-03-18 07:05:08,-50,-51,-68,-56
2021-03-18 07:05:10,-52,-52,-68,-56
2021-03-18 07:05:12,-52,-51,-69,-56
2021-03-18 07:05:14,-51,-52,-69,-56
2021-03-18 07:05:17,-51,-52,-69,-57
2021-03-18 07:05:19,-51,-51,-69,-55
2021-03-18 07:05:22,-51,-51,-69,-56
2021-03-18 07:05:24,-51,-51,-69,-56
2021-03-18 07:05:26,-51,-52,-69,-55
2021-03-18 07:05:29,-51,-52,-69,-56
2021-03-18 07:05:31,-49,-51,-71,-55
2021-03-18 07:05:33,-51,-51,-69,-56
2021-03-18 07:05:36,-50,-52,-69,-56
2021-03-18 07:05:38,-51,-51,-69,-56
2021-03-18 07:05:40,-48,-52,-69,-56
2021-03-18 07:05:45,-52,-52,-68,-56
2021-03-18 07:05:48,-51,-52,-68,-56
2021-03-18 07:05:48,-51,-52,-69,-56
2021-03-18 07:05:50,-51,-51,-68,-56
2021-03-18 07:05:53,-48,-52,-69,-56
2021-03-18 07:05:55,-51,-52,-68,-56
2021-03-18 07:06:02,-51,-52,-69,-56
2021-03-18 07:06:02,-51,-51,-69,-56
2021-03-18 07:06:09,-51,-52,-69,-56
2021-03-18 07:06:09,-51,-52,-69,-56
2021-03-18 07:06:09,-50,-52,-69,-56
2021-03-18 07:06:09,-51,-52,-69,-56
2021-03-18 07:06:14,-51,-51,-68,-56
2021-03-18 07:06:14,-51,-52,-69,-55
2021-03-18 07:06:16,-52,-52,-68,-56
2021-03-18 07:06:19,-51,-52,-69,-55
2021-03-18 07:06:21,-51,-51,-69,-56
2021-03-18 07:06:23,-50,-51,-68,-56
2021-03-18 07:06:26,-51,-51,-69,-56
2021-03-18 07:06:28,-51,-52,-69,-56
2021-03-18 07:06:30,-51,-52,-69,-56
2021-03-18 07:06:33,-50,-51,-69,-56
2021-03-18 07:06:35,-50,-52,-68,-56
2021-03-18 07:06:37,-49,-52,-68,-56
2021-03-18 07:06:40,-51,-52,-69,-56
2021-03-18 07:06:42,-47,-52,-68,-56
2021-03-18 07:06:47,-51,-52,-69,-56
2021-03-18 07:06:47,-51,-52,-69,-56
2021-03-18 07:06:49,-53,-52,-68,-56
2021-03-18 07:06:52,-51,-52,-68,-56
2021-03-18 07:06:55,-51,-52,-68,-56
2021-03-18 07:06:57,-51,-52,-69,-56

