"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-18 08:20:10,-56,-66,-49,-52
2021-03-18 08:20:12,-57,-67,-50,-52
2021-03-18 08:20:15,-56,-66,-48,-52
2021-03-18 08:20:17,-56,-68,-49,-51
2021-03-18 08:20:20,-57,-67,-50,-52
2021-03-18 08:20:22,-57,-67,-49,-52
2021-03-18 08:20:27,-57,-66,-49,-52
2021-03-18 08:20:27,-56,-67,-49,-52
2021-03-18 08:20:29,-57,-64,-50,-52
2021-03-18 08:20:31,-56,-68,-49,-52
2021-03-18 08:20:34,-57,-66,-49,-52
2021-03-18 08:20:36,-56,-67,-50,-52
2021-03-18 08:20:39,-56,-66,-50,-52
2021-03-18 08:20:41,-57,-66,-50,-52
2021-03-18 08:20:44,-57,-66,-50,-52
2021-03-18 08:20:49,-56,-66,-49,-52
2021-03-18 08:20:51,-57,-66,-50,-52
2021-03-18 08:20:51,-56,-67,-49,-52
2021-03-18 08:20:53,-57,-66,-48,-52
2021-03-18 08:20:56,-58,-67,-50,-52
2021-03-18 08:20:58,-57,-66,-49,-52
2021-03-18 08:21:03,-56,-66,-49,-52
2021-03-18 08:21:08,-56,-66,-49,-52
2021-03-18 08:21:08,-56,-67,-49,-52
2021-03-18 08:21:11,-57,-66,-49,-52
2021-03-18 08:21:13,-56,-66,-49,-52
2021-03-18 08:21:13,-57,-66,-50,-53
2021-03-18 08:21:16,-56,-67,-49,-52
2021-03-18 08:21:18,-57,-66,-50,-52
2021-03-18 08:21:21,-58,-66,-50,-52
2021-03-18 08:21:23,-57,-66,-50,-52
2021-03-18 08:21:25,-56,-67,-50,-52
2021-03-18 08:21:28,-57,-66,-49,-52
2021-03-18 08:21:31,-55,-66,-49,-52
2021-03-18 08:21:33,-56,-66,-49,-52
2021-03-18 08:21:35,-57,-68,-50,-52
2021-03-18 08:21:38,-56,-66,-49,-52
2021-03-18 08:21:40,-56,-66,-56,-52
2021-03-18 08:21:43,-56,-66,-50,-52
2021-03-18 08:21:45,-57,-67,-50,-52
2021-03-18 08:21:48,-55,-66,-49,-52
2021-03-18 08:21:52,-57,-67,-49,-51
2021-03-18 08:21:54,-56,-66,-49,-52
2021-03-18 08:21:57,-58,-67,-49,-52
2021-03-18 08:21:59,-56,-66,-49,-52
2021-03-18 08:22:04,-56,-65,-49,-52
2021-03-18 08:22:06,-56,-66,-49,-52
2021-03-18 08:22:09,-58,-67,-50,-52

