"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-18 06:58:00,-30,-53,-56,-52
2021-03-18 06:58:02,-30,-53,-56,-51
2021-03-18 06:58:04,-30,-52,-56,-52
2021-03-18 06:58:06,-30,-51,-56,-52
2021-03-18 06:58:08,-30,-52,-57,-52
2021-03-18 06:58:11,-29,-52,-56,-52
2021-03-18 06:58:13,-29,-52,-56,-52
2021-03-18 06:58:17,-30,-53,-56,-51
2021-03-18 06:58:19,-29,-52,-56,-52
2021-03-18 06:58:21,-28,-52,-55,-52
2021-03-18 06:58:23,-30,-53,-56,-52
2021-03-18 06:58:25,-30,-52,-57,-52
2021-03-18 06:58:27,-29,-52,-57,-52
2021-03-18 06:58:29,-28,-52,-56,-52
2021-03-18 06:58:32,-29,-53,-55,-53
2021-03-18 06:58:34,-30,-54,-56,-52
2021-03-18 06:58:36,-30,-53,-56,-52
2021-03-18 06:58:38,-30,-53,-56,-52
2021-03-18 06:58:38,-28,-52,-57,-52
2021-03-18 06:58:40,-29,-53,-56,-52
2021-03-18 06:58:42,-29,-56,-56,-52
2021-03-18 06:58:45,-29,-53,-56,-51
2021-03-18 06:58:47,-29,-53,-56,-52
2021-03-18 06:58:49,-29,-52,-56,-52
2021-03-18 06:58:51,-29,-53,-56,-52
2021-03-18 06:58:53,-30,-52,-57,-52
2021-03-18 06:58:55,-31,-53,-56,-51
2021-03-18 06:58:57,-29,-53,-56,-52
2021-03-18 06:59:03,-29,-54,-56,-52
2021-03-18 06:59:03,-30,-53,-55,-51
2021-03-18 06:59:03,-29,-53,-56,-52
2021-03-18 06:59:06,-29,-53,-56,-52
2021-03-18 06:59:08,-30,-51,-56,-52
2021-03-18 06:59:10,-29,-53,-56,-52
2021-03-18 06:59:12,-29,-52,-56,-52
2021-03-18 06:59:14,-29,-52,-55,-53
2021-03-18 06:59:16,-30,-53,-57,-52
2021-03-18 06:59:18,-30,-53,-56,-51
2021-03-18 06:59:22,-30,-53,-56,-52
2021-03-18 06:59:22,-28,-53,-56,-51
2021-03-18 06:59:24,-30,-53,-57,-52
2021-03-18 06:59:26,-30,-53,-57,-52
2021-03-18 06:59:29,-30,-52,-56,-52
2021-03-18 06:59:44,-30,-52,-56,-52
2021-03-18 06:59:44,-29,-53,-55,-52
2021-03-18 06:59:44,-29,-53,-56,-52
2021-03-18 06:59:44,-30,-53,-56,-52
2021-03-18 06:59:44,-29,-53,-56,-52
2021-03-18 06:59:44,-30,-53,-56,-52
2021-03-18 06:59:44,-30,-52,-56,-52
2021-03-18 06:59:45,-30,-53,-57,-52
2021-03-18 06:59:48,-29,-51,-56,-52
2021-03-18 06:59:50,-29,-53,-56,-52
2021-03-18 06:59:52,-29,-52,-56,-52
2021-03-18 06:59:54,-29,-53,-56,-53
2021-03-18 06:59:56,-29,-53,-56,-52
2021-03-18 06:59:58,-30,-53,-56,-52

