"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-16 13:43:04,-56,-63,-33,-52
2021-03-16 13:43:07,-57,-63,-32,-52
2021-03-16 13:43:09,-58,-62,-32,-51
2021-03-16 13:43:11,-58,-63,-32,-52
2021-03-16 13:43:14,-57,-63,-32,-51
2021-03-16 13:43:16,-57,-63,-32,-52
2021-03-16 13:43:19,-57,-63,-32,-51
2021-03-16 13:43:21,-57,-62,-32,-52
2021-03-16 13:43:23,-58,-63,-32,-51
2021-03-16 13:43:26,-57,-64,-32,-52
2021-03-16 13:43:28,-58,-63,-32,-51
2021-03-16 13:43:30,-56,-62,-32,-52
2021-03-16 13:43:33,-58,-63,-32,-51
2021-03-16 13:43:35,-58,-62,-33,-52
2021-03-16 13:43:38,-59,-62,-32,-52
2021-03-16 13:43:40,-58,-63,-32,-52
2021-03-16 13:43:43,-59,-63,-33,-52
2021-03-16 13:43:45,-58,-63,-32,-52
2021-03-16 13:43:50,-56,-63,-32,-51
2021-03-16 13:44:12,-58,-63,-32,-52
2021-03-16 13:44:12,-56,-62,-32,-51
2021-03-16 13:44:12,-58,-63,-32,-52
2021-03-16 13:44:12,-58,-63,-32,-52
2021-03-16 13:44:12,-58,-63,-33,-52
2021-03-16 13:44:12,-58,-63,-32,-52
2021-03-16 13:44:12,-57,-63,-32,-51
2021-03-16 13:44:12,-56,-63,-32,-53
2021-03-16 13:44:12,-57,-62,-33,-52
2021-03-16 13:44:18,-56,-62,-32,-52
2021-03-16 13:44:21,-58,-63,-32,-52
2021-03-16 13:44:23,-59,-63,-32,-52
2021-03-16 13:44:25,-58,-63,-33,-52
2021-03-16 13:44:28,-57,-63,-33,-52
2021-03-16 13:44:31,-57,-63,-32,-52
2021-03-16 13:44:33,-57,-63,-33,-49
2021-03-16 13:44:36,-58,-63,-33,-51
2021-03-16 13:44:38,-58,-62,-32,-52
2021-03-16 13:44:41,-57,-64,-32,-52
2021-03-16 13:44:43,-58,-63,-32,-52
2021-03-16 13:44:45,-58,-63,-32,-52
2021-03-16 13:44:48,-58,-63,-33,-52
2021-03-16 13:44:51,-57,-62,-32,-52
2021-03-16 13:44:54,-58,-63,-32,-51
2021-03-16 13:44:56,-58,-63,-32,-52
2021-03-16 13:44:58,-57,-63,-34,-50

