"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-16 12:01:01,-37,-56,-57,-60
2021-03-16 12:01:03,-36,-53,-57,-59
2021-03-16 12:01:06,-36,-56,-57,-60
2021-03-16 12:01:08,-37,-55,-54,-59
2021-03-16 12:01:13,-37,-55,-57,-59
2021-03-16 12:01:13,-39,-55,-57,-59
2021-03-16 12:01:16,-37,-55,-57,-59
2021-03-16 12:01:18,-39,-54,-58,-59
2021-03-16 12:01:21,-38,-55,-57,-59
2021-03-16 12:01:23,-37,-55,-57,-59
2021-03-16 12:01:26,-37,-53,-55,-59
2021-03-16 12:01:28,-37,-55,-57,-59
2021-03-16 12:01:31,-39,-55,-58,-59
2021-03-16 12:01:35,-37,-55,-55,-59
2021-03-16 12:01:36,-37,-55,-57,-59
2021-03-16 12:01:38,-36,-55,-58,-60
2021-03-16 12:01:41,-36,-55,-58,-59
2021-03-16 12:01:43,-39,-51,-57,-60
2021-03-16 12:01:46,-36,-56,-58,-60
2021-03-16 12:01:48,-37,-55,-56,-59
2021-03-16 12:01:50,-39,-56,-58,-59
2021-03-16 12:01:55,-40,-55,-58,-59
2021-03-16 12:01:58,-37,-54,-57,-59
2021-03-16 12:01:58,-40,-53,-57,-59
2021-03-16 12:02:00,-37,-56,-58,-59
2021-03-16 12:02:06,-40,-55,-57,-59
2021-03-16 12:02:11,-40,-52,-57,-59
2021-03-16 12:02:11,-37,-54,-57,-60
2021-03-16 12:02:14,-37,-53,-57,-60
2021-03-16 12:02:14,-37,-55,-58,-59
2021-03-16 12:02:33,-39,-54,-57,-60
2021-03-16 12:02:33,-36,-55,-58,-59
2021-03-16 12:02:33,-40,-52,-58,-60
2021-03-16 12:02:33,-37,-55,-58,-59
2021-03-16 12:02:33,-37,-55,-58,-60
2021-03-16 12:02:33,-36,-55,-57,-60
2021-03-16 12:02:33,-37,-55,-57,-59
2021-03-16 12:02:38,-40,-55,-57,-60
2021-03-16 12:02:43,-37,-55,-55,-60
2021-03-16 12:02:43,-37,-55,-57,-59
2021-03-16 12:02:45,-39,-54,-58,-59
2021-03-16 12:02:48,-37,-55,-58,-59
2021-03-16 12:02:50,-38,-55,-58,-59
2021-03-16 12:02:58,-36,-55,-57,-59
2021-03-16 12:02:58,-37,-55,-55,-60

